,PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,PeriastronDeg,LongitudeDeg,AscendingNodeDeg,InclinationDeg,SurfaceTempK,AgeGyr,DiscoveryMethod,DiscoveryYear,LastUpdated,RightAscension,Declination,DistFromSunParsec,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,HostStarAgeGyr,ListsPlanetIsOn,Luminosity_of_Host_Star,Runaway_Greenhouse_S_eff,Maximum_Greenhouse_S_eff,Runaway_Greenhouse,Maximum_Greenhouse,IsInHabitableZone
2836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,Gliese 176 b,0.0,0.0264,,8.7836,0.066,0.0,0.0,,,,,,RV,2007.0,16/02/03,04 42 55.77497,+18 57 29.4043,9.42,0.49,0.53,-0.1,3520.0,,Confirmed planets,0.03810749653933868,0.99390181199616,0.24757935704679998,0.1958093691584761,0.3923268163329017,False
2839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,WASP-129 b,0.0,1.0,0.93,5.748145,0.0628,,,,,87.7,1100.0,,transit,2016.0,16/02/04,11 45 11.75,-42 03 50.1,246.0,1.0,,0.15,5900.0,,Confirmed planets,,1.20542686411776,0.36342400945279996,,,
2855,K2-30 b,0.0,0.624,1.196,4.098507,0.04986,0.027,120.0,,,86.32,,,transit,2016.0,16/06/07,03 29 22,+22 17 58,323.0,0.984,0.941,0.136,5581.0,,Confirmed planets,0.7591286157107938,1.1602222021299071,0.3438112803602474,0.8088855838334477,1.4859275008552306,False
2856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,KOI-806.03,0.0,0.035546,0.355,29.334,0.18,0.042,-31.0,,0.031,90.18,556.9,,transit,2012.0,12/01/26,19 01 08,+38 56 50,924.9,0.99,0.95,0.18,5498.0,,Confirmed planets,0.7287090755002028,1.1491220269249196,0.33880100369094784,0.7963317186454263,1.4665765788439316,False
2859,KOI-806.02,0.0,2.013248,1.120903,60.3251,0.3,0.0111,-49.0,,0.0,90.32,431.4,,transit,2012.0,12/01/26,19 01 08,+38 56 50,924.9,0.99,0.95,0.18,5498.0,,Confirmed planets,0.7287090755002028,1.1491220269249196,0.33880100369094784,0.7963317186454263,1.4665765788439316,False
2860,KOI-806.01,0.0,0.072666,0.801947,143.213,0.5,0.022,-163.0,,1.3,,334.2,,transit,2012.0,12/01/26,19 01 08,+38 56 50,924.9,0.99,0.95,0.18,5498.0,,Confirmed planets,0.7287090755002028,1.1491220269249196,0.33880100369094784,0.7963317186454263,1.4665765788439316,False
2861,HD 7199 b,0.0,0.29,,615.0,1.36,0.19,,,,,199.1,,RV,2011.0,11/08/02,01 10 47,-66 11 17,36.0,0.89,0.96,0.28,5386.0,,Confirmed planets,0.6853239164950524,1.1346531045781214,0.3321320151955815,0.7771706502881696,1.43645681400326,True
2862,mu Arae b,0.0,1.676,,643.25,1.5,0.128,,,,,228.7,,RV,2000.0,09/04/02,17 44 08,-51 50 02,15.3,1.08,1.245,0.28,5700.0,,Confirmed planets,1.4458596945578384,1.17664946241536,0.35107568174079995,1.1085097702755662,2.029376849267943,True
2863,mu Arae c,0.0,0.03321,,9.6386,0.09094,0.172,,,,,928.2,,RV,2004.0,09/04/02,17 44 08,-51 50 02,15.3,1.08,1.245,0.28,5700.0,,Confirmed planets,1.4458596945578384,1.17664946241536,0.35107568174079995,1.1085097702755662,2.029376849267943,False
2864,mu Arae d,0.0,0.5219,,310.55,0.921,0.0666,,,,,292.1,,RV,2004.0,09/04/02,17 44 08,-51 50 02,15.3,1.08,1.245,0.28,5700.0,,Confirmed planets,1.4458596945578384,1.17664946241536,0.35107568174079995,1.1085097702755662,2.029376849267943,False
2865,mu Arae e,0.0,1.814,,4205.8,5.235,0.0985,,,,,122.5,,RV,2006.0,09/04/02,17 44 08,-51 50 02,15.3,1.08,1.245,0.28,5700.0,,Confirmed planets,1.4458596945578384,1.17664946241536,0.35107568174079995,1.1085097702755662,2.029376849267943,False
2866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,eps Tau b,0.0,7.6,,594.9,1.93,0.151,94.4,,,,,,RV,2007.0,15/12/11,04 28 36.99882,+19 10 49.5446,44.96,2.7,13.7,0.17,4901.0,,"Confirmed planets, Planets in open clusters",95.69031189030622,1.0796877015993098,0.3049079676508758,9.414232241897318,17.715344346183002,False
2871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,K2-108 b,0.0,0.187,0.471,4.73401,0.0573,0.18,,,,,,,,2016.0,17/02/02,08 13 32,+16 25 11,262.4,1.121,1.75,0.33,5474.0,7.8,Confirmed planets,2.4298714340035015,1.145970919301334,0.33736247700094146,1.4561457575861785,2.683757427257047,False
2873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,HAT-P-11 b,0.0,0.081,0.452,4.887804,0.053,0.198,,,,88.5,790.9,,transit,2009.0,13/05/29,19 50 50,+48 04 51,38.0,0.81,0.75,0.31,4780.0,,Confirmed planets,0.25949090397769764,1.0680839999999998,0.29862849999999996,0.492899485489437,0.93217068929954,False
2875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,WASP-47 b,0.0,1.164,1.139,4.1591287,0.051,,,,,89.03,,,transit,2011.0,15/10/17,22 04 48.731,-12 01 07.99,200.0,1.026,1.15,0.36,5576.0,,Confirmed planets,1.129730273680296,1.1595448720564778,0.34350800838398526,0.9870601155681769,1.8135058053953197,
2879,WASP-47 e,0.0,0.0384,0.1631,0.789597,0.017,,,,,87.0,,,transit,2015.0,15/10/17,22 04 48.731,-12 01 07.99,200.0,1.026,1.15,0.36,5576.0,,Confirmed planets,1.129730273680296,1.1595448720564778,0.34350800838398526,0.9870601155681769,1.8135058053953197,
2880,WASP-47 d,0.0,0.0328,0.324,9.03081,0.088,,,,,89.36,,,transit,2015.0,15/10/17,22 04 48.731,-12 01 07.99,200.0,1.026,1.15,0.36,5576.0,,Confirmed planets,1.129730273680296,1.1595448720564778,0.34350800838398526,0.9870601155681769,1.8135058053953197,
2881,WASP-47 c,0.0,1.24,,572.0,1.36,0.13,144.0,,,,,,RV,2015.0,15/10/17,22 04 48.731,-12 01 07.99,200.0,1.026,1.15,0.36,5576.0,,Confirmed planets,1.129730273680296,1.1595448720564778,0.34350800838398526,0.9870601155681769,1.8135058053953197,True
2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,HD 224693 b,0.0,0.71,,26.73,0.233,0.05,,,,,718.9,,RV,2006.0,06/04/18,23 59 54,-22 25 41,94.0,1.33,1.7,0.343,6037.0,,Confirmed planets,3.3921150356686423,1.22580391240967,0.3719149043763374,1.6635075809489086,3.020045558480557,False
2890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,HD 117207 b,0.0,2.06,,2627.08,3.78,0.16,,,,,128.4,,RV,2004.0,10/12/31,13 29 21,-35 34 15,33.0,1.07,1.09,0.27,5432.0,,Confirmed planets,0.9140712863949325,1.1405222078877633,0.3348571553233261,0.8952372825670948,1.652190960109778,False
2898,HD 109246 b,0.0,0.77,,68.27,0.33,0.12,,,,,452.6,,RV,2010.0,10/06/28,12 32 07,+74 29 22,65.6,1.01,1.02,0.1,5844.0,,Confirmed planets,1.0723318324407791,1.1972388822709696,0.3599555473181901,0.9463988257217407,1.7259975054503542,False
2899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,HD 156846 b,2.0,263.0,,359.5546,1.096,0.84785,51.62,,185.3,177.3,,,RV,2008.0,14/11/06,17 20 34.31129,-19 20 01.4991,49.0,1.35,2.12,0.17,5969.0,,"Controversial, Planets in binary systems, S-type",5.041573037008085,1.2156341011501093,0.3677015423354016,2.0364867761195895,3.7028430631071565,False
2906,CoRoT-22 b,0.0,0.0383853003178,0.435365216104,9.75598,0.092,0.077,210.0,,,89.749,885.0,,transit,2014.0,14/08/28,18 42 40.109,+06 13 08.97,592.0,1.099,1.136,0.17,5939.0,3.3,Confirmed planets,1.418724241800038,1.2111811574610034,0.36584160589016224,1.0822919840955636,1.9692572245669615,False
2907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,KOI-1257 b,2.0,1.45,0.94,86.647661,0.382,0.772,141.3,,,89.66,511.0,,transit,2014.0,14/06/25,19 24 54,+44 55 38,900.0,0.99,1.13,0.27,5520.0,9.3,"Confirmed planets, Planets in binary systems, S-type",1.0476138312855003,1.1520340118681598,0.34012384520679995,0.9536037742171115,1.7550200068035808,False
2911,Qatar-5 b,0.0,4.32,1.107,2.8792319,0.04127,,,,,88.74,,,,2016.0,16/09/18,00 28 13,+42 03 41,,1.128,1.076,0.377,5747.0,5.47,Confirmed planets,1.1160338235854463,1.1832899885574668,0.3539655333873751,0.971165136471479,1.7756533729567208,
2912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,HD 28254 b,0.0,1.16,,1116.0,2.15,0.81,,,,,196.8,,RV,2009.0,10/09/08,04 24 51,-50 37 20,56.2,1.06,1.48,0.36,5664.0,,Confirmed planets,1.9920692665219268,1.1716196249873654,0.34886937909026366,1.3039438754057595,2.389575690547581,False
2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,Kepler-89 b,0.0,0.0330298,0.1558328,3.743208,0.05119,0.25,,,,89.3,1486.0,,transit,2012.0,13/03/15,19 49 19,+41 53 28,426.2,1.28,1.52,0.02,6182.0,3.16,Confirmed planets,2.9818871573031176,1.2477651803851475,0.38085950654807105,1.5458920763594453,2.79809981055017,False
2922,Kepler-89 c,0.0,0.04907293,0.39368287,10.423648,0.1013,0.43,,,,88.36,1012.0,,transit,2012.0,13/03/15,19 49 19,+41 53 28,426.2,1.28,1.52,0.02,6182.0,3.16,Confirmed planets,2.9818871573031176,1.2477651803851475,0.38085950654807105,1.5458920763594453,2.79809981055017,False
2923,Kepler-89 d,0.0,0.33,1.0,22.342989,0.1684,0.022,,,,89.871,806.0,,transit,2012.0,15/12/03,19 49 19,+41 53 28,426.2,1.28,1.52,0.02,6182.0,3.16,Confirmed planets,2.9818871573031176,1.2477651803851475,0.38085950654807105,1.5458920763594453,2.79809981055017,False
2924,Kepler-89 e,0.0,0.11009952,0.59781473,54.32031,0.3046,0.019,,,,89.76,584.0,,transit,2012.0,13/03/15,19 49 19,+41 53 28,426.2,1.28,1.52,0.02,6182.0,3.16,Confirmed planets,2.9818871573031176,1.2477651803851475,0.38085950654807105,1.5458920763594453,2.79809981055017,False
2925,HAT-P-43 b,0.0,0.66,1.283,3.332688,0.0443,0.0,,,,88.7,1361.0,,transit,2013.0,13/01/02,08 35 42,+10 12 24,543.0,1.048,1.104,0.23,5645.0,5.7,Confirmed planets,1.0936590663615229,1.1689855707773475,0.3477077791552765,0.9672447998433159,1.7735105456885558,False
2926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,HD 157172 b,0.0,0.12,,104.84,0.416,0.46,,,,,347.9,,RV,2011.0,11/09/12,17 22 35,-19 36 58,31.9,,,,5940.0,,Confirmed planets,,1.21132922802176,0.3659036044288,,,
2934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2939,HD 181342 b,0.0,3.3,,663.0,1.78,0.177,,,,,354.7,,RV,2010.0,10/03/19,19 21 04,-23 37 10,110.6,1.84,4.6,0.26,5014.0,,Confirmed planets,11.817918961906303,1.091305163870439,0.31097187153353667,3.290769009237173,6.164671656576257,False
2940,HD 47186 b,0.0,0.07167,,4.0845,0.05,0.038,,,,,1123.6,,RV,2008.0,09/01/13,06 36 09,-27 37 20,37.84,0.99,,0.23,5675.0,,Confirmed planets,,1.1731511651732474,0.34954280477027655,,,
2941,HD 47186 c,0.0,0.35061,,1353.6,2.395,0.249,,,,,161.7,,RV,2008.0,09/01/13,06 36 09,-27 37 20,37.84,0.99,,0.23,5675.0,,Confirmed planets,,1.1731511651732474,0.34954280477027655,,,
2942,HD 164509 b,0.0,0.48,,282.4,0.875,0.26,,,,,286.2,,RV,2011.0,11/09/15,18 01 31,+00 06 16,52.0,1.13,1.06,0.21,5922.0,,Confirmed planets,1.2211622445936126,1.2086679062602848,0.3647876750047815,1.005155351078059,1.8296440429163034,False
2943,WASP-45 b,0.0,1.007,1.16,3.1260876,0.04054,0.0,,,,84.47,1094.2,,transit,2011.0,11/05/17,00 20 57,-35 59 54,,0.909,0.945,0.36,5140.0,,Confirmed planets,0.5508129201622869,1.10513172013056,0.3179459043328,0.7059842902826335,1.3162107754022927,False
2944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,HD 38801 b,0.0,10.7,,696.3,1.7,0.0,,,,,280.9,,RV,2010.0,10/12/15,05 47 59,-08 19 40,99.4,1.36,2.53,0.26,5222.0,,Confirmed planets,4.206070405229572,1.114610622664182,0.32259609189434946,1.9425700121452463,3.610843935142893,False
2950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,HD 114613 b,0.0,0.48,,3827.0,5.16,0.25,244.0,,,,,,RV,2014.0,14/01/25,13 12 03.18502,-37 48 10.8901,20.67,1.364,,0.19,5729.0,,Confirmed planets,,1.180737198974419,0.3528576269442984,,,
2955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,HD 185269 b,2.0,0.94,,6.838,0.077,0.3,173.0,,,,,,RV,2006.0,16/01/22,19 37 11.74092,+28 29 59.5055,50.28,1.28,1.88,0.11,5980.0,4.2,"Confirmed planets, Planets in binary systems, S-type",3.994003675802742,1.2172722816,0.368383444,1.8113833176500505,3.2927152738924423,False
2960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,HD 80606 b,2.0,3.94,0.921,111.4273,0.463,0.93369,300.53,,,89.341,339.6,,RV,2001.0,15/07/21,09 22 37,+50 36 13,58.4,0.98,0.978,0.43,5370.0,7.63,"Confirmed planets, Planets in binary systems, S-type",0.7028503705308952,1.1326363766987597,0.33118898954042497,0.7877459630347623,1.4567784018482028,False
2962,HIP 14810 b,0.0,3.88,,6.673855,0.0692,0.1427,,,,,918.2,,RV,2006.0,09/06/03,03 11 14,+21 05 50,52.9,0.99,1.0,0.26,5485.0,,Confirmed planets,0.7998242241243446,1.1474118304925474,0.3380211965622765,0.8349060632474917,1.5382442816932047,False
2963,HIP 14810 c,0.0,1.28,,147.73,0.545,0.164,,,,,327.0,,RV,2006.0,09/06/03,03 11 14,+21 05 50,52.9,0.99,1.0,0.26,5485.0,,Confirmed planets,0.7998242241243446,1.1474118304925474,0.3380211965622765,0.8349060632474917,1.5382442816932047,False
2964,HIP 14810 d,0.0,0.57,,962.0,1.89,0.173,,,,,175.6,,RV,2009.0,09/06/03,03 11 14,+21 05 50,52.9,0.99,1.0,0.26,5485.0,,Confirmed planets,0.7998242241243446,1.1474118304925474,0.3380211965622765,0.8349060632474917,1.5382442816932047,False
2965,Gliese 649 b,0.0,0.328,,598.3,1.135,0.3,,,,,102.2,,RV,2009.0,09/12/17,16 58 09,+25 44 39,10.34,0.54,,0.08,3700.0,,Confirmed planets,,1.0003527471513598,0.2533328094208,,,
2966,GJ 649.02,0.0,0.03,,4.4762,0.043,0.2,334.0,,,,,,RV,2013.0,15/04/23,16 58 09,+25 44 39,10.34,0.54,,0.08,3700.0,,Controversial,,1.0003527471513598,0.2533328094208,,,
2967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,Kepler-117 c,0.0,1.84,1.101,50.790391,0.2804,0.0323,,,,89.64,704.0,,transit,2014.0,14/11/17,19 15 10.326,+48 02 24.81,1430.0,1.129,1.606,-0.04,6150.0,5.3,Confirmed planets,3.260465211505598,1.2428934415907598,0.378892719458425,1.6196561976170734,2.93347002774775,False
2969,Kepler-117 b,0.0,0.094,0.719,18.7959228,0.1445,0.0493,,,,88.74,984.0,,transit,2014.0,14/11/17,19 15 10.326,+48 02 24.81,1430.0,1.129,1.606,-0.04,6150.0,5.3,Confirmed planets,3.260465211505598,1.2428934415907598,0.378892719458425,1.6196561976170734,2.93347002774775,False
2970,KOI-142 b,0.0,0.0055264,0.37647,10.9542,0.098,0.0561,90.7,6.425,270.0,0.931,791.0,,transit,2013.0,13/04/17,19 24 35,+40 40 09,385.0,1.022,0.961,0.37,5513.0,2.45,Confirmed planets,0.7538531797114887,1.072710288449547,0.33970251669252594,0.8383052046549448,1.4896834857684946,False
2971,KOI-142 c,0.0,0.76,,22.1,0.1529,0.05628,271.1,253.0,259.0,3.7,,,timing,2013.0,13/04/17,19 24 35,+40 40 09,385.0,1.022,0.961,0.37,5513.0,2.45,Confirmed planets,0.7538531797114887,1.1511050609896243,0.33970251669252594,0.8092559548735927,1.4896834857684946,False
2972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,HD 8535 b,0.0,0.68,,1313.0,2.45,0.15,,,,,188.3,,RV,2009.0,10/09/08,01 23 37,-41 16 11,52.5,1.13,1.19,0.02,6136.0,,Confirmed planets,1.7738763856180066,1.2407658091850893,0.3780307157401965,1.1956849625947055,2.1661979069645265,False
2974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,HD 17092 b,0.0,4.6,,359.9,1.29,0.166,,,,,513.6,,RV,2007.0,07/05/07,02 46 22,+49 39 11,109.0,2.3,,0.18,4650.0,,Confirmed planets,,1.0565872250027601,0.2921412717684249,,,
2976,HD 154088 b,0.0,0.0193,,18.596,0.1316,0.38,,,,,643.6,,RV,2011.0,11/09/12,17 04 28,-28 34 58,17.8,,,,5150.0,,Confirmed planets,,1.10626768599876,0.31850846374842495,,,
2977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,HD 86081 b,0.0,1.5,,2.1375,0.039,0.008,,,,,1486.6,,RV,2006.0,10/12/22,09 56 06,-03 48 30,91.0,1.21,1.22,0.257,6028.0,,Confirmed planets,1.7366034587782446,1.2244522954188226,0.37135762584491006,1.19091124484032,2.162490247474357,False
2979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,HATS-20 b,0.0,0.273,0.776,3.7992969,0.04619,0.5,,,,87.16,,,transit,2016.0,16/07/11,13 12 32,-45 24 34,454.0,0.91,0.892,0.03,5406.0,6.4,Confirmed planets,0.6005122898779173,1.1371920390587882,0.33331436076537985,0.7266814006524049,1.3422516212739053,False
2984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,Gliese 3021 A b,2.0,3.37,,133.71,0.49,0.511,,,,,,,RV,2000.0,14/06/24,00 16 12,-79 51 04,17.62,0.9,0.9,0.1,5540.0,0.8,"Confirmed planets, Planets in binary systems, S-type",0.6742362578960839,1.15470041174016,0.3413297643008,0.7641372857864431,1.4054615580193084,False
2989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,Kepler-26 b,0.0,0.016097,0.26792,12.282972,,,,,,,,,transit,2014.0,16/01/13,18 59 45,+46 33 59,482.39,0.634,0.571,,4486.0,,Confirmed planets,0.11668024147101906,1.04350555297192,0.2843565407020935,0.3343884570565469,0.6405706683486639,
2998,Kepler-26 c,0.0,0.019492,0.26792,17.251204,,,,,,,,,transit,2014.0,16/01/13,18 59 45,+46 33 59,482.39,0.634,0.571,,4486.0,,Confirmed planets,0.11668024147101906,1.04350555297192,0.2843565407020935,0.3343884570565469,0.6405706683486639,
2999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,HD 2039 b,0.0,4.9,,1183.0,2.2,0.67,,,,,188.3,,RV,2002.0,09/10/07,00 24 20,-56 39 00,89.8,0.98,1.21,0.1,5947.0,,Confirmed planets,1.6182682757483204,1.212366430928193,0.36633759733387705,1.1553360073281667,2.1017667336531813,False
3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,HD 59686 b,0.0,5.25,,303.0,0.911,,,,,,728.2,,RV,2003.0,11/01/03,07 31 48,+17 05 09,92.0,,11.62,,5150.0,,Confirmed planets,83.93231425443221,1.10626768599876,0.31850846374842495,8.710327524177034,16.233198914132988,
3004,HIP 57050 b,0.0,0.298,,41.397,0.163506,0.314,,,,,218.6,,RV,2010.0,10/04/27,11 41 45,+42 45 07,11.0,0.34,0.4,0.32,3190.0,,Confirmed planets,0.014641000000000006,0.9834898485507598,0.238036716014425,0.12201140537927485,0.2480066895311458,True
3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,KOI-830 b,0.0,1.27,1.08,3.52563254,0.0433,,,,,89.36,1070.0,,transit,2014.0,14/10/02,19 22 20,+40 34 39,720.0,0.87,0.8,0.09,5150.0,5.0,Confirmed planets,0.39782943766338996,1.10626768599876,0.31850846374842495,0.5996783149175239,1.1176040560504639,
3009,CoRoT-3 b,0.0,21.66,1.01,4.2568,0.057,0.0,,,,85.9,1554.7,,transit,2008.0,12/04/05,19 28 13,+00 07 19,680.0,1.37,1.56,-0.02,6740.0,,Confirmed planets,4.437892812498795,1.33209966084096,0.4135035803648,1.825240284522811,3.276036766595414,False
3010,HD 30562 b,0.0,1.373,,1159.0,2.315,0.778,78.4,,,,208.7,,RV,2009.0,12/11/29,04 48 36,-05 40 27,26.5,1.23,1.53,0.29,5861.0,3.6,Confirmed planets,2.4409437579710165,1.1997147435191156,0.361007927031135,1.42639526481722,2.6002824050758138,True
3011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,HD 132563 B b,2.0,1.49,,1544.0,2.62,0.22,,,,,158.5,,RV,2011.0,11/07/06,14 58 21.519,+44 02 35.33,96.0,1.01,,-0.19,5985.0,,"Confirmed planets, Planets in binary systems, S-type",,1.2180178363765475,0.36869337267915153,,,
3013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,WASP-71 b,0.0,2.242,1.46,2.9036747,0.04631,0.0,,,,84.2,1888.1,,transit,2012.0,14/01/26,01 57 03,+00 45 32,200.0,1.559,2.26,,6050.0,,Confirmed planets,6.0468111142552425,1.2277590299355599,0.372719575182425,2.2192520659253043,4.027838976000036,False
